Year,Board,School,Address,City,Area,energyNorm (ekWh/HDD),ghgNorm (kg/HDD)
2018-2019,Peel DSB,T.L. Kennedy SS,3100 Hurontario Street,Mississauga,175827,977.6,134.1
2018-2019,Peel DSB,Tecumseh PS,1480 Chriseden Drive,Mississauga,40087,262,40.18
2018-2019,Peel DSB,Thomas Street MS,2640 Thomas Street,Mississauga,83881,345.4,40.18
2018-2019,Peel DSB,Thorn Lodge PS,2730 Thorn Lodge Drive,Mississauga,42873,251.8,36.38
2018-2019,Peel DSB,Thorndale PS,133 Thorndale Road,Brampton,58459,282.5,34.86
2018-2019,Peel DSB,Treeline PS,145 Treeline Blvd.,Brampton,87690,121.1,3.58
2018-2019,Peel DSB,Trelawny PS,3420 Trelawny Circle,Mississauga,47091,243.7,34.16
2018-2019,Peel DSB,Tribune Drive PS,30 Tribune Drive,Brampton,84335,247.9,26.34
2018-2019,Peel DSB,Walnut Grove PS,10 Pinestaff Road,Brampton,95692,389.3,43.11
2018-2019,Peel DSB,West Credit SS,6325 Montevideo Road,Mississauga,153975,1333.9,184.31
2018-2019,Peel DSB,Westacres PS,2165 Breezy Brae Drive,Mississauga,24690,160.9,23.37
2018-2019,Peel DSB,Whiteoaks PS,1690 Mazo Crescent,Mississauga,50286,271.8,39.31
2018-2019,Peel DSB,William G. Davis Sr PS,491 Bartley Bull Parkway,Brampton,57350,265.4,29.28
2018-2019,Peel DSB,Williams Parkway Sr PS,1285 Williams Parkway,Brampton,67213,340.9,41.52
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Good Shepherd Catholic Elementary School,20 Farmington Drive,Courtice,64799,382.1,46.85
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Holy Cross Catholic Secondary School,1355 Lansdowne Street West,Peterborough,163577,624.4,65.04
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Monsignor Leo Cleary Catholic Elementary School,3820 Courtice Road North,Courtice,23944,99.8,13.28
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Monsignor O`Donoghue Catholic Elementary School,2400 Marsdale Drive,Peterborough,43135,184.8,19.23
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Mother Teresa Catholic Elementary School,78 Glenabbey Drive,Courtice,48591,189.4,21.88
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Anne Catholic Elementary School,240 Bellevue Street,Peterborough,55854,296.4,41.15
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Anthony Catholic Elementary School,74 Toronto Road,Port Hope,44660,149.7,19.14
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Catherine Catholic Elementary School,1575 Glenforest Blvd,Peterborough,72633,292.8,32.04
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. John Catholic Elementary School,746 Park Street South,Peterborough,38704,164.2,21.93
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. John Paul II Catholic Elementary School,130 Orchard Park Road,Lindsay,18194,88.9,11.73
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Joseph Catholic Elementary School, Bowmanville",90 Parkway Crescent,Bowmanville,46504,213.5,28.07
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Martin Catholic Elementary School,531 Ennis Road,Ennismore,28611,199.4,24.45
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Mary Catholic Elementary School, Campbellford",PO Box 1120,Campbellford,26707,127.9,17.96
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Mary Catholic Elementary School, Grafton",PO Box 40,Grafton,22998,114.4,14.73
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Holy Family Catholic Elementary School,125 Aspen Springs Drive,Bowmanville,74497,257.9,22.02
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Holy Trinity Catholic Secondary School,2260 Courtice Road South,Courtice,125116,525.2,45.28
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Immaculate Conception Catholic Elementary School,76 Robinson Street,Peterborough,33701,175,25.47
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Notre Dame Catholic Elementary School,760 Burnham Street,Cobourg,15194,115.3,3.41
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,Peter L. Roach Catholic Education Centre,1355 Lansdowne Street W.,Peterborough,40268,156.2,16.26
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Alphonsus Catholic Elementary School,875 St. Mary's Street,Peterborough,38555,192.1,24.91
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Dominic Catholic Elementary School,320 Mary Street West,Lindsay,50162,225.6,24.38
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Elizabeth Catholic Elementary School,610 Longworth Avenue,Bowmanville,46735,158.5,11.98
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Francis of Assisi C.E.S. (Replacement),1771 Rudell Road,Newcastle,54950,150.9,12.09
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Joseph Catholic Elementary School, Cobourg",919 D'arcy Street North,Cobourg,29348,142.9,19.74
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Joseph Catholic Elementary School, Douro",RR1,Douro,21778,94.6,16.39
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Luke Catholic Elementary School,335 St. Luke's Road,Lindsay,19873,117.8,22.48
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Mary Catholic Elementary School, Lindsay",16 St. Lawrence Street,Lindsay,24995,146.5,21.46
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Mary Catholic Secondary School, Cobourg",1050 Birchwood Trail,Cobourg,120905,546.9,51.67
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Michael Catholic Elementary School,23 University Avenue West,Cobourg,21565,122.1,19.82
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Patrick Catholic Elementary School,300 Otonabee Drive,Peterborough,34671,162,18.13
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Paul Catholic Elementary School, Lakefield",PO Box 370,Lakefield,22050,158.6,20.84
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Paul Catholic Elementary School, Norwood",PO Box 310,Norwood,23742,88.8,9.3
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Teresa Catholic Elementary School,1525 Fairmount Blvd,Peterborough,30642,166.3,19.03
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Thomas Aquinas Catholic & Technical Building,269 Angeline Street South,Lindsay,91609,288.8,22.54
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,"St. Paul Catholic Elementary School, Peterborough",1101 Hilliard Street,Peterborough,35096,205.4,27.81
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Peter Catholic Secondary School,730 Medical Drive,Peterborough,186298,521,34.78
2018-2019,Peterborough Victoria Northumberland and Clarington DCSB,St. Stephen Catholic Secondary School,300 Scugog Street,Bowmanville,149046,625.7,69.11
2018-2019,Rainbow DSB,Assiginack PS,134 Michael's Bay Road,Manitowaning,15116,46.8,1.38
2018-2019,Rainbow DSB,Board  Administration,69 Young Street,Sudbury,15931,53.4,9.5
2018-2019,Rainbow DSB,C R Judd PS,8 Lincoln Cres,Capreol,36608,172.9,25.11
2018-2019,Rainbow DSB,Chelmsford PS,121 Charlotte Street,Chelmsford,46317,219.5,34.92
2018-2019,Rainbow DSB,Chelmsford Valley District C.S.,3594 Hwy 144,Chelmsford,146877,735.9,115.18
2018-2019,Rainbow DSB,Churchill PS,1722 Fielding St,Sudbury,39884,156.4,22.07
2018-2019,Rainbow DSB,Ernie Checkeris P.S.,1570 Agincourt Ave,Sudbury,17308,121.9,19.05
2018-2019,Rainbow DSB,Espanola HS (& French Board Space),147 Spruce Street,Espanola,155621,786.5,112.99
2018-2019,Rainbow DSB,Jean Hanson Public School,31 Tuddenham Avenue,Sudbury,14488,56.9,7.91
2018-2019,Rainbow DSB,Levack PS (Formerly DHS),100 High St  ,Levack,48685,341.7,55.03
2018-2019,Rainbow DSB,Little Current PS,18 Draper St.,Little Current,42450,166.9,31.37
2018-2019,Rainbow DSB,Lively DSS & ES,265 Fifth Avenue,Lively,111159,557.8,85.83
2018-2019,Rainbow DSB,Macleod Public School (New),23 Walford Rd,Sudbury,63823,139.8,16.6
2018-2019,Rainbow DSB,Manitoulin SS,107 Bay Street,M'Chigeeng,116702,493,98.67
2018-2019,Rainbow DSB,Markstay PS,7 Pioneer St E,Markstay,25263,81.6,12.08
2018-2019,Rainbow DSB,Queen Elizabeth II PS (1),32 Dell St,Sudbury,19982,170.3,27.2
2018-2019,Rainbow DSB,R L Beattie PS,102 Loach's Rd,Sudbury,49503,161.5,17.8
2018-2019,Rainbow DSB,Redwood Acres PS,4625 Carl St Box 2000,Hanmer,27911,77.7,2.3
2018-2019,Rainbow DSB,The Center For Education,408  Wembley Dr,Sudbury,35941,164.2,15.04
2018-2019,Rainbow DSB,Valley View PS,1840 Valley View Rd  Box 35000,Val Caron,63948,169.5,16.21
2018-2019,Rainbow DSB,Walden PS (new),249 Sixth Avenue,Lively,49245,89.6,2.65
2018-2019,Rainbow DSB,Adamsdale P.S.,181 First Avenue,Sudbury,26996,110.3,16.43
2018-2019,Rainbow DSB,Alexander PS,39 St Brendan St,Sudbury,29407,174.2,25.18
2018-2019,Rainbow DSB,Algonquin Rd PS (Algonquin Rd),2650 Algonquin Rd E,Sudbury,35187,126.1,16.84
2018-2019,Rainbow DSB,Carl A Nesbitt PS,1241 Roy St,Sudbury,27222,133.7,21.6
2018-2019,Rainbow DSB,Central Manitoulin PS,56 Yonge St,Mindemoya,26856,85.4,14.59
2018-2019,Rainbow DSB,Charles C McLean PS,43 Hall St,Gore Bay,33077,120,23.68
2018-2019,Rainbow DSB,Confederation SS,1918 Main St,Val Caron,132558,569,88.51
2018-2019,Rainbow DSB,Copper Cliff PS,50 School St,Copper Cliff,35144,157.2,24.05
2018-2019,Rainbow DSB,Cyril Varney PS,1545 Gary St,Sudbury,25941,145.5,22.31
2018-2019,Rainbow DSB,Lansdowne,185 Lansdowne St N,Sudbury,40418,129.7,18.68
2018-2019,Rainbow DSB,Larchwood PS,43 Main Street,Dowling,16759,88.6,14.31
2018-2019,Rainbow DSB,Lasalle SS,1545 Kennedy St,Sudbury,167799,699.8,106.88
2018-2019,Rainbow DSB,Lockerby Comp S,1391 Ramsey View Crt,Sudbury,149575,787.3,119.45
2018-2019,Rainbow DSB,Lo-Ellen Park S.S.,275 Loach's Rd,Sudbury,136960,758.5,115.35
2018-2019,Rainbow DSB,M.W. Moore (Transfer to RDSB),106 Lakeshore Road,Shining Tree,1593,10.8,0.32
2018-2019,Rainbow DSB,Monetville PS,7099 Hwy. 64N,Monetville,19515,75.6,14.01
2018-2019,Rainbow DSB,Northeastern Elementary School,45 Spruce St,Garson,114614,435.1,63.24
2018-2019,Rainbow DSB,Princess Anne PS,500 Douglas St W,Sudbury,49503,182.7,25.36
2018-2019,Rainbow DSB,Robert H Murray PS,3 Henry St,Whitefish,15188,86.5,14.07
2018-2019,Rainbow DSB,S Geiger PS,355 Government Rd ,Massey,22680,101.2,20.04
2018-2019,Rainbow DSB,Sudbury S.S.,154 College Street,Sudbury,125378,554.5,80.81
2018-2019,Rainbow DSB,Westmount Avenue PS,511 Westmount Ave,Sudbury,16609,124.3,19.62
2018-2019,Rainy River DSB,Atikokan Elementary & HS,324 Mercury Ave,Atikokan,86822,400.2,59.34
2018-2019,Rainy River DSB,Crossroads E PS,195 Highway 613 N.,Devlin,27545,106.7,13.81
2018-2019,Rainy River DSB,Fort Frances Maintenance Facility,338 Ducharme Road,Fort Frances,6350,16.4,0.48
2018-2019,Rainy River DSB,J W Walker PS,475 Keating Avenue,Fort Frances,31551,78.5,3.65
2018-2019,Rainy River DSB,McCrosson-Tovell PS,5455 Highway 621,Sleeman,7794,27.3,0.81
2018-2019,Rainy River DSB,Rainy River HS,1 Mill Avenue,Rainy River,35877,172.4,25.65
2018-2019,Rainy River DSB,Riverview E S,11 Mill Avenue,Rainy River,16659,64.3,9.15
2018-2019,Rainy River DSB,Robert Moore S,528 Second St E,Fort Frances,51527,203.4,24.71
2018-2019,Rainy River DSB,Donald Young PS,9024  Highway 602 Highway,Emo,23555,75.1,5.26
2018-2019,Rainy River DSB,Education Centre,522 Second Street East,Fort Frances,13304,54.2,6.83
2018-2019,Rainy River DSB,Fort Frances HS (formerly Westfort HS),440 McIrvine Road,Fort Frances,149079,570.3,70.03
2018-2019,Rainy River DSB,Mine Centre Public School,123 Mine Centre Road,Mine Centre,15209,76.6,2.26
2018-2019,Rainy River DSB,Nestor Falls PS,11 School Road,Nestor Falls,4430,14.5,0.43
2018-2019,Rainy River DSB,North Star Community School,209 Hawthorne Road,Atikokan,36367,150.1,21.63
2018-2019,Rainy River DSB,Sturgeon Creek S,1299 Barwick Road,Barwick,21166,55.6,1.64
2018-2019,Renfrew County CDSB,Our Lady of Fatima Catholic School,228 Mason Avenue,Renfrew,24285,109.4,16
2018-2019,Renfrew County CDSB,Our Lady of Grace Catholic School,52 Grace Street,Westmeath,2798,16.2,0.48
2018-2019,Renfrew County CDSB,St. Francis of Assisi Catholic School,22 Leeder Lane,Petawawa,37541,160.7,20.62
2018-2019,Renfrew County CDSB,St. James Catholic School,70 Wellington Street,Eganville,23134,60.6,1.79
2018-2019,Renfrew County CDSB,Administration Office,499 Pembroke St E,Pembroke,8210,59.2,7.67
2018-2019,Renfrew County CDSB,Bishop Smith Catholic High School,362 Carmody Street,Pembroke,170912,1032.4,142.25
2018-2019,Renfrew County CDSB,Our Lady of Lourdes Catholic School,535 Irving Street,Pembroke,28492,88.1,12.47
2018-2019,Renfrew County CDSB,St. Anthony's Catholic School,2 McCarthy Street,Chalk River,9996,67.4,9.1
2018-2019,Renfrew County CDSB,St. Joseph's Catholic ES & HS,835 First St,Renfrew,64775,292.8,31.18
2018-2019,Renfrew County CDSB,St. Joseph's Catholic School (Calabogie),12629 Lanark Road,Calabogie,15505,53,9.66
2018-2019,Renfrew County CDSB,St. Mary's OLGC Catholic School,33110 D Highway 17,Deep River,48345,190.4,19.01
2018-2019,Renfrew County CDSB,Cathedral Catholic School,200 Isabella Street,Pembroke,21972,145.3,21.99
2018-2019,Renfrew County CDSB,Our Lady of Sorrows Catholic School,19 Mohns Avenue,Petawawa,37703,163.1,19.89
2018-2019,Renfrew County CDSB,Shop/Transportation/Warehouse,999 Cecelia Street,Pembroke,6122,60.3,7.84
2018-2019,Renfrew County CDSB,St. John XXIII Catholic School,75 Edey Street,Arnprior,22867,149.5,21.31
2018-2019,Renfrew County CDSB,St. Joseph Catholic School (Arnprior),324 John Street North,Arnprior,33603,130.5,18.24
2018-2019,Renfrew County CDSB,George Vanier Catholic School,2782 Dafoe Road,Combermere,15667,61.2,1.81
2018-2019,Renfrew County CDSB,Holy Name Catholic School,299 First Avenue,Pembroke,36164,184.6,29.44
2018-2019,Renfrew County CDSB,St. Andrew's Catholic School,"35 Cameron St, P.O. Box 339",Killaloe,15505,45.5,1.34
2018-2019,Renfrew County CDSB,St. John Bosco Catholic School,99 Peter Street,Barry's Bay,24995,101.9,3.01
2018-2019,Renfrew County CDSB,St. Michael's Catholic School,5346 Queen Street East,Douglas,18898,54.4,1.61
2018-2019,Renfrew County CDSB,St. Thomas the Apostle Catholic School & Valleycrest 2,41 Bolger Lane,Renfrew,43578,103.4,6.72
2018-2019,Renfrew County DSB,Killaloe PS,100 Queen Street,Killaloe,25999,91.7,8.41
2018-2019,Renfrew County DSB,MacKenzie Community School,87 Brockhouse Way,Deep River,137141,691.7,104.96
2018-2019,Renfrew County DSB,A J Charbonneau P S,225 Baskin Drive,Arnprior,44033,190.5,24.22
2018-2019,Renfrew County DSB,Opeongo HS,1990 Cobden Road,Douglas,149435,593.3,100.49
2018-2019,Renfrew County DSB,Palmer Rapids PS,116 Burnt Bridge Rd,Palmer Rapids,22299,105.5,18.71
2018-2019,Renfrew County DSB,Rockwood PS,11588 Round Lake Rd,Laurentian Valley,53110,167.1,23.98
2018-2019,Renfrew County DSB,Board Office,1270 Pembroke St W,Pembroke,18912,85,9.36
2018-2019,Renfrew County DSB,Eganville P.S.,259 Jane St,Bonnechere Valley,56096,184.2,35.78
2018-2019,Renfrew County DSB,Fellowes HS,420 Bell Street,Pembroke,173492,1150.6,151.84
2018-2019,Renfrew County DSB,Madawaska Valley DHS,341 John Street,Barry's bay,90642,619.1,109.82
2018-2019,Renfrew County DSB,Mary St. Education Centre,480 Mary Street,Pembroke,26233,101,15.42
2018-2019,Renfrew County DSB,McNab PS,1164 Stewartville Road ,Arnprior,30362,114.8,17.2
2018-2019,Renfrew County DSB,Queen Elizabeth PS,100 Veterans' Memorial Drive,Renfrew,34112,181.2,27.68
2018-2019,Renfrew County DSB,Walter Zadow PS,79 Ottawa St,Arnprior,55038,240.1,35.86
2018-2019,Renfrew County DSB,Arnprior DHS,59 Ottawa Street,Arnprior,159614,540,70.69
2018-2019,Renfrew County DSB,Beachburg PS,20 Cameron Street,Beachburg,28926,102.7,13.11
2018-2019,Renfrew County DSB,Cobden District PS,16 Cowley Street,Cobden,42647,163.1,22.39
2018-2019,Renfrew County DSB,Herman Street PS,15 Herman St,Petawawa,31906,69.8,7.47
2018-2019,Renfrew County DSB,Highview PS,320 Herbert St,Pembroke,51953,257.8,35.22
2018-2019,Renfrew County DSB,Valour JK-12 ,19 Leeder Lane,Petawawa,159004,503,54.38
2018-2019,Renfrew County DSB,Pine View PS,2321 Petawawa Blvd.,Pembroke,23458,103.5,14.41
2018-2019,Renfrew County DSB,Admaston PS,182 Stone Road,Admaston,18690,62.4,1.84
2018-2019,Renfrew County DSB,Central PS,140 Munroe Avenue East,Renfrew,31787,153.6,21.91
2018-2019,Renfrew County DSB,Champlain Discovery PS,390 Bell St,Pembroke,92844,339.2,47.53
2018-2019,Renfrew County DSB,Pembroke Plant,1202 Pembroke Street East,Pembroke,7374,36.9,5.62
2018-2019,Renfrew County DSB,Renfrew Collegiate & Collegiate Intermediate School,184 Bonnechere Street South,Renfrew,134240,700.4,98.68
2018-2019,Simcoe County DSB,ALC - Alliston Campus,46 Wellington St.,Alliston,5454,13.5,0.4
2018-2019,Simcoe County DSB,ALC - North Simcoe ,51  Dunlop Street,Penetanguishene,98298,543.8,80
2018-2019,Simcoe County DSB,ALC - Wasaga Beach Campus,14 Ramblewood Dr,Wasaga Beach,915,3,0.32
2018-2019,Simcoe County DSB,Alliston Union ,211 Church Street N,Alliston,64424,190.6,22.17
2018-2019,Simcoe County DSB,Andrew Hunter ES,59 Lampman Lane,Barrie,53998,256,32.91
2018-2019,Simcoe County DSB,Angus Morrison ES,91 Simcoe Street,Angus,50361,229,26.42
2018-2019,Simcoe County DSB,Banting Memorial HS,203 Victoria St. E,Alliston,209572,1276.1,181.97
2018-2019,Simcoe County DSB,Barrie Career Centre,320 Bayfield Street,Barrie,7961,34,3.12
2018-2019,Simcoe County DSB,Barrie North Collegiate Institute,110 Grove Street East,Barrie,159976,791.1,105.22
2018-2019,Simcoe County DSB,Birchview Dunes ES,1315 River Road West,Wasaga Beach,64506,294.2,35.51
2018-2019,Simcoe County DSB,Boyne River PS,117 John W Taylor Ave,Alliston,54241,191.9,22.54
2018-2019,Simcoe County DSB,Bradford DHS,70 Professor Day Drive,Bradford,154706,636.3,75.87
2018-2019,Simcoe County DSB,Cameron Street PS,575  Cameron Street,Collingwood,36887,207.2,26.02
2018-2019,Simcoe County DSB,Chris Hadfield PS,211 West Park Avenue,Bradford,55543,226.3,22.83
2018-2019,Simcoe County DSB,Clearview Meadows,12 Locke Ave,Stayner,34101,128.6,15.42
2018-2019,Simcoe County DSB,Connaught PS,300 Peel Street,Collingwood,31321,189.1,26.89
2018-2019,Simcoe County DSB,Cookstown PS,5570 Highway 27,Cookstown,57710,183.2,24.96
2018-2019,Simcoe County DSB,Couchiching Heights PS,455 Laclie Street,Orillia,33419,162.9,21.49
2018-2019,Simcoe County DSB,Eastview SS,421 Grove Street East,Barrie,177911,913.3,103.02
2018-2019,Simcoe County DSB,Education Centre & Maintenance Building,1170 Highway 2,Midhurst,91829,588.5,71.76
2018-2019,Simcoe County DSB,Elmvale DHS,25 Lawson St.,Elmvale,52790,301.8,46.8
2018-2019,Simcoe County DSB,Adjala Central PS,9091 County Road 1,Loretto,32923,195,39.06
2018-2019,Simcoe County DSB,Admiral Collingwood PS,15 Dey Drive,Collingwood,52791,159.5,20.38
2018-2019,Simcoe County DSB,Alcona Glen ES,1310 Innisfil Beach Road,Stroud,76255,315.3,40.66
2018-2019,Simcoe County DSB,Algonquin Ridge Elementary School,191 Golden Meadow Road,Barrie,58396,173.9,18.09
2018-2019,Simcoe County DSB,Allandale Heights PS,124 Bayview Drive,Barrie,40823,150.4,22.97
2018-2019,Simcoe County DSB,Ardagh Bluffs ES,159 Summerset Drive,Barrie,61337,218.5,24.52
2018-2019,Simcoe County DSB,Ardtrea Operations & Mtce Shop,"3797  Telford Line, Severn Twp Line",Cumberland Beach,18741,85.7,13.44
2018-2019,Simcoe County DSB,Assikinack PS,226 Little Avenue,Barrie,36769,177.7,25.96
2018-2019,Simcoe County DSB,Baxter Central PS,"62 Denney Drive, Baxter",Egbert,34635,133.2,18.4
2018-2019,Simcoe County DSB,Bayview PS,845 Ottawa Street,Midland,49381,272,41.27
2018-2019,Simcoe County DSB,Bear Creek Secondary School,100 Red Oak Drive,Barrie,197633,736.3,75.29
2018-2019,Simcoe County DSB,Bradford Elementary - Sold Oct 2020,177  Church StreetP.O. Box 434 St,Bradford,32564,108.1,19.22
2018-2019,Simcoe County DSB,Brechin PS,3226 County Road 47,Brechin,24584,124.3,24.73
2018-2019,Simcoe County DSB,Byng PS,239 William St.,Stayner,36285,184.7,25.45
2018-2019,Simcoe County DSB,Codrington PS,217 Codrington Street,Barrie,29760,151,21.27
2018-2019,Simcoe County DSB,Coldwater PS,3 John St.,Coldwater,35367,155.2,18.89
2018-2019,Simcoe County DSB,Collingwood CI,6 Cameron Street,Collingwood,174098,917.5,128.68
2018-2019,Simcoe County DSB,Cundles Heights PS,60 Cundles Road West,Barrie,48613,233.2,30.56
2018-2019,Simcoe County DSB,Duntroon Central PS,8974 Hwy 91,Duntroon,15241,55.1,11.31
2018-2019,Simcoe County DSB,East Oro PS,744 Line 11 North,Hawkestone,26985,171.2,31.56
2018-2019,Simcoe County DSB,Emma King ES,383 Cundles Road West,Barrie,49430,223.9,28.78
2018-2019,Simcoe County DSB,Ernest Cumberland ES,160 Eighth Avenue,Alliston,56150,177.6,13.24
2018-2019,Simcoe County DSB,Ferndale Woods ES,170 Ferndale Drive South,Barrie,64968,271.3,31.49
2018-2019,Simcoe County DSB,Fieldcrest ES,100 Professor Day Drive,Bradford,62295,255.2,31.95
2018-2019,Simcoe County DSB,Forest Hill PS,16 Doran Road,Midhurst,45732,212.4,25.34
2018-2019,Simcoe County DSB,Fred C Cook PS,20 Flectcher St,Bradford,45982,155.1,17.18
2018-2019,Simcoe County DSB,Harriett Todd PS,11 George St,Orillia,62904,252.9,34.89
2018-2019,Simcoe County DSB,Hewitt's Creek Public School,41 Sandringham Drive,Barrie,66904,207.1,25.76
